1613||Design and analysis of two-stage association studies: application to bipolar I.||http://brainarray.mbni.med.umich.edu/pritzker/publication/papers/Boehnke%20WCPG%202006%20IT.doc||2006||0||0||None||None||None||None||None||Data on human genetic variants from the International HapMap project and the precipitous drop in genotyping costs have made genomewide association studies a practical approach to study the genetics of complex diseases. Such studies require genotyping hundreds of thousands of genetic markers on hundreds or thousands of subjects. I will discuss optimal design and analysis of two-stage association studies in which a subset of the samples is  ...||M Boehnke, A Skol, L Scott… - AMERICAN  …1613||Design and analysis of two-stage association studies: application to bipolar I.||http://brainarray.mbni.med.umich.edu/pritzker/publication/papers/Boehnke%20WCPG%202006%20IT.doc||2006||0||0||None||None||None||None||None||Data on human genetic variants from the International HapMap project and the precipitous drop in genotyping costs have made genomewide association studies a practical approach to study the genetics of complex diseases. Such studies require genotyping hundreds of thousands of genetic markers on hundreds or thousands of subjects. I will discuss optimal design and analysis of two-stage association studies in which a subset of the samples is  ...||M Boehnke, A Skol, L Scott… - AMERICAN  …

1615||Psychiatric and medical comorbidities of bipolar disorder||http://journals.lww.com/psychosomaticmedicine/Abstract/2005/01000/Psychiatric_and_Medical_Comorbidities_of_Bipolar.1.aspx||2005||437||9||8131288455057467720||None||http://scholar.google.com/scholar?cites=8131288455057467720&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=8131288455057467720&hl=en&as_sdt=0,5||None||Objectives: This review summarizes the literature on psychiatric and medical comorbidities in bipolar disorder. The coexistence of other Axis I disorders with bipolar disorder complicates psychiatric diagnosis and treatment. Conversely, symptom overlap in DSM-IV diagnoses hinders definition and recognition of true comorbidity. Psychiatric comorbidity is often associated with earlier onset of bipolar symptoms, more severe course, poorer  ...||KRR Krishnan - Psychosomatic medicine1615||Psychiatric and medical comorbidities of bipolar disorder||http://journals.lww.com/psychosomaticmedicine/Abstract/2005/01000/Psychiatric_and_Medical_Comorbidities_of_Bipolar.1.aspx||2005||437||9||8131288455057467720||None||http://scholar.google.com/scholar?cites=8131288455057467720&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=8131288455057467720&hl=en&as_sdt=0,5||None||Objectives: This review summarizes the literature on psychiatric and medical comorbidities in bipolar disorder. The coexistence of other Axis I disorders with bipolar disorder complicates psychiatric diagnosis and treatment. Conversely, symptom overlap in DSM-IV diagnoses hinders definition and recognition of true comorbidity. Psychiatric comorbidity is often associated with earlier onset of bipolar symptoms, more severe course, poorer  ...||KRR Krishnan - Psychosomatic medicine

1626||Do participants in genome sequencing studies of psychiatric disorders wish to be informed of their results? A survey study||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0101111||2014||10||18||10144708202171439462||None||http://scholar.google.com/scholar?cites=10144708202171439462&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=10144708202171439462&hl=en&as_sdt=0,5||None||Objective As large-scale genome sequencing technology advances, concerns surrounding the reporting of individual findings to study volunteers have grown and fueled controversy. This is especially true in mental health research, where the clinical importance of sequencing results is particularly unclear. The ethical, legal, and social issues are being widely debated, but less is known about the attitudes of actual study volunteers toward  ...||ET Bui, NK Anderson, L Kassem, FJ McMahon - PloS one1626||Do participants in genome sequencing studies of psychiatric disorders wish to be informed of their results? A survey study||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0101111||2014||10||18||10144708202171439462||None||http://scholar.google.com/scholar?cites=10144708202171439462&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=10144708202171439462&hl=en&as_sdt=0,5||None||Objective As large-scale genome sequencing technology advances, concerns surrounding the reporting of individual findings to study volunteers have grown and fueled controversy. This is especially true in mental health research, where the clinical importance of sequencing results is particularly unclear. The ethical, legal, and social issues are being widely debated, but less is known about the attitudes of actual study volunteers toward  ...||ET Bui, NK Anderson, L Kassem, FJ McMahon - PloS one

1627||Allelic heterogeneity at the serotonin transporter locus (SLC6A4) confers susceptibility to autism and rigid-compulsive behaviors||http://www.sciencedirect.com/science/article/pii/S0002929707629164||2005||334||23||13761966575673999354||None||http://scholar.google.com/scholar?cites=13761966575673999354&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=13761966575673999354&hl=en&as_sdt=0,5||None||Autism is a spectrum of neurodevelopmental disorders with a primarily genetic etiology exhibiting deficits in (1) development of language and (2) social relationships and (3) patterns of repetitive, restricted behaviors or interests and resistance to change. Elevated platelet serotonin (5-HT) in 20%–25% of cases and efficacy of selective 5-HT reuptake inhibitors (SSRIs) in treating anxiety, depression, and repetitive behaviors points to the 5- ...||JS Sutcliffe, RJ Delahanty, HC Prasad… - The American Journal of …1627||Allelic heterogeneity at the serotonin transporter locus (SLC6A4) confers susceptibility to autism and rigid-compulsive behaviors||http://www.sciencedirect.com/science/article/pii/S0002929707629164||2005||334||23||13761966575673999354||None||http://scholar.google.com/scholar?cites=13761966575673999354&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=13761966575673999354&hl=en&as_sdt=0,5||None||Autism is a spectrum of neurodevelopmental disorders with a primarily genetic etiology exhibiting deficits in (1) development of language and (2) social relationships and (3) patterns of repetitive, restricted behaviors or interests and resistance to change. Elevated platelet serotonin (5-HT) in 20%–25% of cases and efficacy of selective 5-HT reuptake inhibitors (SSRIs) in treating anxiety, depression, and repetitive behaviors points to the 5- ...||JS Sutcliffe, RJ Delahanty, HC Prasad… - The American Journal of …

1628||Parent‐of‐origin effects of the serotonin transporter gene associated with autism||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.31146/full||2011||34||9||1106909684294630879||None||http://scholar.google.com/scholar?cites=1106909684294630879&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=1106909684294630879&hl=en&as_sdt=0,5||None||Abstract A promoter-linked insertion/deletion polymorphism of the serotonin transporter gene (SLC6A4) has been implicated in autism spectrum disorders (ASDs) in numerous family based association studies. However, the results of these investigations have been inconsistent in that both the long and short alleles have been shown to be over-transmitted to affected offspring. In order to further elucidate the relationship between the 5-HTTLPR  ...||E Kistner‐Griffin, CW Brune, LK Davis… - American Journal of  …1628||Parent‐of‐origin effects of the serotonin transporter gene associated with autism||http://onlinelibrary.wiley.com/doi/10.1002/ajmg.b.31146/full||2011||34||9||1106909684294630879||None||http://scholar.google.com/scholar?cites=1106909684294630879&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=1106909684294630879&hl=en&as_sdt=0,5||None||Abstract A promoter-linked insertion/deletion polymorphism of the serotonin transporter gene (SLC6A4) has been implicated in autism spectrum disorders (ASDs) in numerous family based association studies. However, the results of these investigations have been inconsistent in that both the long and short alleles have been shown to be over-transmitted to affected offspring. In order to further elucidate the relationship between the 5-HTTLPR  ...||E Kistner‐Griffin, CW Brune, LK Davis… - American Journal of  …

1629||Parent-of-origin effects in autism identified through genome-wide linkage analysis of 16,000 SNPs||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012513||2010||31||16||16411272550931955850||None||http://scholar.google.com/scholar?cites=16411272550931955850&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=16411272550931955850&hl=en&as_sdt=0,5||None||Background Autism is a common heritable neurodevelopmental disorder with complex etiology. Several genome-wide linkage and association scans have been carried out to identify regions harboring genes related to autism or autism spectrum disorders, with mixed results. Given the overlap in autism features with genetic abnormalities known to be associated with imprinting, one possible reason for lack of consistency would be the  ...||D Fradin, K Cheslack-Postava, C Ladd-Acosta… - PLoS  …1629||Parent-of-origin effects in autism identified through genome-wide linkage analysis of 16,000 SNPs||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012513||2010||31||16||16411272550931955850||None||http://scholar.google.com/scholar?cites=16411272550931955850&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=16411272550931955850&hl=en&as_sdt=0,5||None||Background Autism is a common heritable neurodevelopmental disorder with complex etiology. Several genome-wide linkage and association scans have been carried out to identify regions harboring genes related to autism or autism spectrum disorders, with mixed results. Given the overlap in autism features with genetic abnormalities known to be associated with imprinting, one possible reason for lack of consistency would be the  ...||D Fradin, K Cheslack-Postava, C Ladd-Acosta… - PLoS  …

1630||A common genetic variant in the neurexin superfamily member CNTNAP2 increases familial risk of autism||http://www.sciencedirect.com/science/article/pii/S0002929707000213||2008||526||13||16988861530760498348||None||http://scholar.google.com/scholar?cites=16988861530760498348&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=16988861530760498348&hl=en&as_sdt=0,5||None||Autism is a childhood neuropsychiatric disorder that, despite exhibiting high heritability, has largely eluded efforts to identify specific genetic variants underlying its etiology. We performed a two-stage genetic study in which genome-wide linkage and family-based ||DE Arking, DJ Cutler, CW Brune, TM Teslovich… - The American Journal of …
1630||A Common Genetic Variant in the Neurexin Superfamily Member CNTNAP2 Increases Familial Risk of Autism. Commentary||http://cat.inist.fr/?aModele=afficheN&cpsidt=20006696||2008||0||0||None||None||None||None||None||Résumé/Abstract Autism is a childhood neuropsychiatric disorder that, despite exhibiting high heritability, has largely eluded efforts to identify specific genetic variants underlying its etiology. We performed a two-stage genetic study in which genome-wide linkage and family-||DA STEPHAN, DE ARKING, DJ CUTLER… - American journal of  …1630||A common genetic variant in the neurexin superfamily member CNTNAP2 increases familial risk of autism||http://www.sciencedirect.com/science/article/pii/S0002929707000213||2008||526||13||16988861530760498348||None||http://scholar.google.com/scholar?cites=16988861530760498348&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=16988861530760498348&hl=en&as_sdt=0,5||None||Autism is a childhood neuropsychiatric disorder that, despite exhibiting high heritability, has largely eluded efforts to identify specific genetic variants underlying its etiology. We performed a two-stage genetic study in which genome-wide linkage and family-based ||DE Arking, DJ Cutler, CW Brune, TM Teslovich… - The American Journal of …
1630||A Common Genetic Variant in the Neurexin Superfamily Member CNTNAP2 Increases Familial Risk of Autism. Commentary||http://cat.inist.fr/?aModele=afficheN&cpsidt=20006696||2008||0||0||None||None||None||None||None||Résumé/Abstract Autism is a childhood neuropsychiatric disorder that, despite exhibiting high heritability, has largely eluded efforts to identify specific genetic variants underlying its etiology. We performed a two-stage genetic study in which genome-wide linkage and family-||DA STEPHAN, DE ARKING, DJ CUTLER… - American journal of  …

1631||A genome-wide survey of transgenerational genetic effects in autism||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0076978||2013||14||14||14839594133800090029||None||http://scholar.google.com/scholar?cites=14839594133800090029&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=14839594133800090029&hl=en&as_sdt=0,5||None||Abstract Effects of parental genotype or parent-offspring genetic interaction are well established in model organisms for a variety of traits. However, these transgenerational genetic models are rarely studied in humans. We have utilized an autism case-control study with 735 mother-child pairs to perform genome-wide screening for maternal genetic effects and maternal-offspring genetic interaction. We used simple models of single locus parent- ...||KM Tsang, LA Croen, AR Torres, M Kharrazi… - PLoS  …1631||A genome-wide survey of transgenerational genetic effects in autism||http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0076978||2013||14||14||14839594133800090029||None||http://scholar.google.com/scholar?cites=14839594133800090029&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=14839594133800090029&hl=en&as_sdt=0,5||None||Abstract Effects of parental genotype or parent-offspring genetic interaction are well established in model organisms for a variety of traits. However, these transgenerational genetic models are rarely studied in humans. We have utilized an autism case-control study with 735 mother-child pairs to perform genome-wide screening for maternal genetic effects and maternal-offspring genetic interaction. We used simple models of single locus parent- ...||KM Tsang, LA Croen, AR Torres, M Kharrazi… - PLoS  …

1632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US7629123||2009||20||4||10304185806411564327||None||http://scholar.google.com/scholar?cites=10304185806411564327&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=10304185806411564327&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent 7,629,123
1632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US20140127685||2010||0||2||None||None||None||http://scholar.google.com/scholar?cluster=11637741828184695487&hl=en&as_sdt=0,5||None||1. A method for determining a genetic predisposition to or the presence of autism or an autism spectrum disorder in a subject, said method comprising identifying the presence of absence of a genetic alteration in a JARID2 nucleic acid molecule derived from the subject.   ... 2. The method ||A Chakravarti, DE Arking, M Daly, J Carayol… - US Patent App. 13/ …
1632||Compositions and Methods for Diagnosing Autism||http://scholar.google.com/https://www.google.com/patents/US20100136565||2009||0||2||None||None||None||http://scholar.google.com/scholar?cluster=16297524437686008551&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent App. 12/629,474
1632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US20130183669||2013||0||2||None||None||None||http://scholar.google.com/scholar?cluster=11865076441280567196&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent App. 13/790,309
1632||Compositions And Methods For Diagnosing Autism Spectrum Disorders||http://scholar.google.com/https://www.google.com/patents/US20110166029||2010||11||4||10879868280306957||None||http://scholar.google.com/scholar?cites=10879868280306957&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=10879868280306957&hl=en&as_sdt=0,5||None||The invention generally relates to compositions and methods for diagnosing autism spectrum disorders. In certain embodiments, the invention provides a method for diagnosing presence or increased risk of developing an autism spectrum disorder in a subject.   ... 2. The method according ||DM Margulies, MF Bear - US Patent App. 12/877,6551632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US7629123||2009||20||4||10304185806411564327||None||http://scholar.google.com/scholar?cites=10304185806411564327&as_sdt=2005&sciodt=0,5&hl=en||http://scholar.google.com/scholar?cluster=10304185806411564327&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent 7,629,123
1632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US20140127685||2010||0||2||None||None||None||http://scholar.google.com/scholar?cluster=11637741828184695487&hl=en&as_sdt=0,5||None||1. A method for determining a genetic predisposition to or the presence of autism or an autism spectrum disorder in a subject, said method comprising identifying the presence of absence of a genetic alteration in a JARID2 nucleic acid molecule derived from the subject.   ... 2. The method ||A Chakravarti, DE Arking, M Daly, J Carayol… - US Patent App. 13/ …
1632||Compositions and Methods for Diagnosing Autism||http://scholar.google.com/https://www.google.com/patents/US20100136565||2009||0||2||None||None||None||http://scholar.google.com/scholar?cluster=16297524437686008551&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent App. 12/629,474
1632||Compositions and methods for diagnosing autism||http://scholar.google.com/https://www.google.com/patents/US20130183669||2013||0||2||None||None||None||http://scholar.google.com/scholar?cluster=11865076441280567196&hl=en&as_sdt=0,5||None||Mutations located within the gene encoding the homeobox transcription factor, ENGRAILED 2 (EN2), have now been identified as molecular markers associated with susceptibility for autism and related disorders. Thus, the present invention relates to compositions in the form ||JH Millonig, L Brzustowicz, N Gharani - US Patent App. 13/790,309
